1,2
2,2
3,22
4,22
5,22
6,26
7,26
8,15
9,15
10,15
11,10
12,15
13,15
14,27
15,5
16,18
17,35
18,2
19,2
20,15
21,10
22,10
23,10
24,12
25,12
26,12
27,12
28,12
29,12
30,12
31,12
32,12
33,12
34,12
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,6
43,35
44,15
45,15
46,18
47,18
48,11
49,11
50,37
51,38
52,6
53,8
54,5
55,23
56,23
57,22
58,22
59,22
60,22
61,8
62,8
63,37
64,22
65,26
66,5
67,9
68,16
69,16
70,16
71,38
72,38
73,10
74,2
75,2
76,11
77,11
78,4
79,4
80,4
81,30
82,16
83,37
84,37
85,38
86,2
87,37
88,35
89,21
90,21
91,9
92,16
93,10
94,5
95,6
96,5
97,21
98,17
99,17
100,17
101,17
102,17
103,39
104,8
105,8
106,35
107,39
108,37
109,9
110,28
111,9
112,9
113,9
114,11
115,11
116,14
117,14
118,7
119,27
120,11
121,2
122,37
123,1
124,14
125,17
126,17
127,23
128,7
129,6
130,5
131,1
132,29
133,29
134,5
135,3
136,14
137,14
138,22
139,22
140,18
141,18
142,15
143,37
144,9
145,41
146,36
147,16
148,24
149,1
150,1
151,8
152,11
153,38
154,28
155,36
156,36
157,1
158,1
159,20
160,20
161,37
162,15
163,38
164,25
165,18
166,14
167,37
168,5
169,5
170,14
171,14
172,11
173,5
174,39
175,33
176,33
177,5
178,2
179,1
180,1
181,1
182,8
183,8
184,5
185,16
186,17
187,41
188,16
189,16
190,16
191,16
192,1
193,22
194,22
195,22
196,22
197,6
198,5
199,5
200,5
201,5
202,5
203,5
204,5
205,6
206,6
207,5
208,5
209,23
210,20
211,20
212,23
213,35
214,15
215,1
216,2
217,18
218,38
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,11
231,24
232,1
233,5
234,20
235,20
236,20
237,20
238,20
239,20
240,20
241,20
242,20
243,20
244,20
245,20
246,11
247,15
248,15
249,2
250,15
251,8
252,14
253,21
254,32
255,41
256,7
257,5
258,1
259,9
260,10
261,10
262,11
263,1
264,11
265,15
266,15
267,15
268,15
269,40
