1005,1
56,1
55,1
57,1
59,1
58,1
482,1
212,1
60,1
3,1
306,1
739,1
161,1
286,1
810,1
127,1
553,1
7,1
412,1
699,1
521,1
272,1
167,1
413,1
686,1
666,1
194,1
87,1
132,1
950,1
282,1
512,1
421,1
65,1
307,1
338,1
285,1
343,1
6,1
8,1
216,1
328,1
284,1
233,1
116,1
529,1
158,1
141,1
106,1
490,1
528,1
358,1
517,1
195,1
409,1
645,1
380,1
192,1
43,1
438,1
126,1
310,1
184,1
270,1
22,1
36,1
431,1
727,1
731,1
190,1
171,1
133,1
406,1
83,1
196,1
456,1
170,1
172,1
493,1
821,1
42,1
30,1
250,1
135,1
459,1
202,1
816,1
256,1
324,1
129,1
441,1
199,1
451,1
142,1
303,1
1,1
219,1
210,1
121,1
363,1
424,1
304,1
834,1
467,1
101,1
418,1
347,1
208,1
903,1
238,1
237,1
717,1
185,1
334,1
243,1
253,1
932,1
981,1
319,1
463,1
107,1
134,1
136,1
446,1
98,1
35,1
901,1
764,1
790,1
691,1
231,1
21,1
63,1
108,1
122,1
81,1
376,1
899,1
921,1
367,1
84,1
442,1
283,1
313,1
143,1
368,1
373,1
75,1
318,1
254,1
234,1
475,1
663,1
148,1
227,1
532,1
20,1
19,1
153,1
189,1
369,1
230,1
522,1
66,1
11,1
495,1
444,1
357,1
69,1
857,1
860,1
513,1
110,1
191,1
181,1
813,1
311,1
64,1
31,1
597,1
302,1
14,1
245,1
138,1
652,1
119,1
114,1
156,1
429,1
598,1
656,1
5,1
315,1
174,1
215,1
503,1
474,1
160,1
226,1
295,1
819,1
26,1
582,1
82,1
62,1
269,1
642,1
53,1
483,1
394,1
291,1
748,1
23,1
94,1
931,1
964,1
263,1
109,1
139,1
217,1
29,1
9,1
10,1
526,1
567,1
511,1
359,1
574,1
45,1
13,1
505,1
570,1
571,1
499,1
500,1
12,1
824,1
662,1
214,1
321,1
361,1
609,1
530,1
360,1
183,1
265,1
708,1
266,1
333,1
488,1
534,1
497,1
453,1
952,1
958,1
721,1
267,1
504,1
507,1
407,1
248,1
239,1
675,1
673,1
294,1
88,1
435,1
501,1
766,1
933,1
410,1
91,1
166,1
118,1
52,1
281,1
273,1
39,1
41,1
70,1
465,1
178,1
177,1
18,1
221,1
179,1
382,1
345,1
224,1
378,1
381,1
61,1
516,1
460,1
147,1
95,1
222,1
298,1
322,1
232,1
173,1
693,1
123,1
646,1
278,1
15,1
168,1
169,1
293,1
622,1
258,1
54,1
527,1
207,1
798,1
197,1
386,1
842,1
130,1
427,1
182,1
538,1
458,1
402,1
563,1
426,1
569,1
841,1
400,1
494,1
198,1
200,1
96,1
144,1
28,1
909,1
918,1
919,1
201,1
777,1
823,1
